Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,number_of_reviews,review_overall
Robust Porter,Porter - Robust,Emmett's Brewing Company,Emmett's Brewing Company Robust Porter,Notes:,5.5,25,40,3,35,2,20,18,3,0,4,8,2,38,3.9166666666666665,4.083333333333333,3.4166666666666665,3.9166666666666665,6,3.6666666666666665
Smoked Porter,Porter - Smoked,Stone Brewing Co.,Stone Brewing Co. Stone Smoked Porter,"Notes:A porter with hints of chocolate & coffee balanced by subtle smokinessFirst Release: December 1996When first released, our smoky version of a traditional English porter was ahead of its time. Today, it's a highly regarded staple among craft beer fans and our go-to food complement, pairing effortlessly with all kinds of cuisine, from peanut butter and banana sandwiches to braised pork belly and apple pie. This worldly libation is dark, smooth and complex, with chocolate and coffee flavors suffused with subtle smokiness from the addition of peat-smoked malt.	",5.9,20,40,11,87,13,78,53,9,0,18,62,76,117,3.9443091905051735,4.153986609860012,4.014303104077906,4.097687157638466,1643,4.071515520389531
Smoked Porter,Porter - Smoked,Alaskan Brewing Co.,Alaskan Brewing Co. Alaskan Smoked Porter,"Notes:The dark, robust body and pronounced smoky flavor of this limited edition beer make it an adventuresome taste experience. Alaskan Smoked Porter is produced in limited ""vintages"" each year on November 1 and unlike most beers, may be aged in the bottle much like fine wine.45 IBU	",6.5,20,40,15,69,5,37,51,7,2,10,13,81,80,4.211822660098522,4.123768472906404,4.072044334975369,4.249384236453202,812,4.121305418719212
Smoked Porter,Porter - Smoked,O'Fallon Brewery,O'Fallon Brewery Smoke (Smoked Porter),"Notes:Dark, rich and smoky…this classic porter is brewed with 63% German smoked malt and makes a perfect after dinner (or anytime) sipper for those who love a “bigger” beer. Winner of the Gold Medal in the 2004 Great American Beer Festival® for best Smoked Beer in America!24 IBU	",6.0,20,40,6,54,7,18,38,4,0,3,11,88,70,3.916417910447761,3.8059701492537314,3.716417910447761,3.8895522388059702,335,3.825373134328358
London Porter,Porter - Smoked,Arcadia Brewing Company,Arcadia Brewing Company Arcadia London Porter,"Notes:This 18th Century-style Smoked Porter has subtle accent of peat-like Bamberg smoked malt, which is apparent in both the aroma and flavor. It is brewed with seven varieties of premium European malted barley, resulting in note of bittersweet chocolate and coffee that are counter-balanced by a long-sustaining finish of Goldings hops.42 IBU	",7.0,20,40,13,97,25,72,74,27,1,19,43,67,139,3.904296875,4.00390625,4.013671875,4.099609375,256,4.0
Benji's Chipotle Smoked Imperial Porter,Porter - Smoked,Tyranena Brewing Company,Tyranena Brewing Company Benji's Chipotle Smoked Imperial Porter,"Notes:Big, black and smokey, an imperial porter, rich full-bodied with a silky chocolate crown. Dark roasted flavors host the smokey character of wood-fired malt while chipotle peppers add a smoldering tickle of heat.	",7.5,20,40,9,115,28,31,52,5,0,6,10,173,88,4.019047619047619,3.933333333333333,4.038095238095238,4.142857142857143,105,4.109523809523809
Pleasantville Smoked Porter,Porter - Smoked,Captain Lawrence Brewing Co.,Captain Lawrence Brewing Co. Pleasantville Smoked Porter,Notes:,6.4,20,40,2,79,11,45,72,13,1,25,27,105,81,3.9696969696969697,4.106060606060606,4.075757575757576,4.1313131313131315,99,4.136363636363637
Mesquite Smoked Porter - MSP,Porter - Smoked,Ranger Creek Brewing & Distilling,Ranger Creek Brewing & Distilling Mesquite Smoked Porter - MSP,Notes:,6.1,20,40,14,112,26,51,69,9,0,20,27,119,93,3.880952380952381,3.9404761904761907,3.642857142857143,3.761904761904762,42,3.761904761904762
Viven Porter / Viven Smoked Porter,Porter - Smoked,Brouwerij Van Viven,Brouwerij Van Viven Viven Porter,Notes:Viven porter is a rather bitter porter with nice roasted flavours. Viven porter is an art of brewing. The Porter has a very enjoyable aftertaste and makes many friends.	,7.0,20,40,14,96,19,79,62,12,0,19,39,82,118,3.8,4.2,4.0,4.1,5,4.3
Leaning Chimney Porter,Porter - Smoked,Grey Sail Brewing of Rhode Island,Grey Sail Brewing of Rhode Island Leaning Chimney Porter,Notes:Our winter seasonal is brewed in the robust porter style using peat-smoked malt. The addition of American hops create a piney-resin flavor with a smooth finish. Copious amounts of black malt lend to a khaki-colored head and dark chocolate backbone.	,6.0,20,40,9,80,11,48,44,4,0,3,28,58,91,4.0,4.0,4.0,4.5,1,4.0
The Big Smoke,Porter - Smoked,8 Wired Brewing Co.,8 Wired Brewing Co. The Big Smoke,"Notes:Now what is this? A smoked beer?? It really isn't as crazy as it sounds. 250 years ago virtually all beers were smoked (it's true, Google it!), but with the dawning of the industrial revolution most of the smoke lifted. However, in the German town of Bamberg the flame has quite literally been kept alive and to this day the town’s brewers produce world renowned beers brewed with their own special rauchmalz (beechwood smoked malt).We’ve taken our best porter recipe and added a good measure of that same Bamberg Rauchmalz. The smoke mingles beautifully with the rich, dark roasted chocolate flavours of the porter without being overpowering. Although it pairs extremely well with smoked seafood, barbeques, strong cheeses and hearty stews, its food friendliness isn’t limited to savouries; chocolate and caramel based deserts are great companions too! Trust us; it really isn't as crazy as it sounds.40 IBU	",6.2,20,40,19,104,18,60,89,25,0,28,37,118,133,4.0,4.0625,3.765625,3.78125,32,3.828125
Smokestack,Porter - Smoked,East End Brewing Company,East End Brewing Company Smokestack Heritage Porter,Notes:Nov/Dec release.	,6.8,20,40,5,91,4,47,67,8,0,11,22,119,97,4.1796875,3.96875,3.9375,4.0859375,64,4.0
Smoke Signal,Porter - Smoked,Swamp Head Brewery & Tasting Room,Swamp Head Brewery & Tasting Room Smoke Signal,"Notes:Smoke Signal is an American style Robust Porter, using a generous amount of pale ale malt smoked with Alderwood, the smoke source used in the Pacific Northwest for salmon. We smoke 150 pounds of pale malt for each 10 barrel batch of Smoke Signal.Alderwood imparts a slightly sweet smoke flavor that balances well with the residual sweetness of the beer imparted through the use of dark crystal malts; chocolate and roasted barleys combine with American hops to deliver a flavorful robust porter with just the right amount of smoked flavor.	",6.8,20,40,3,44,2,23,32,6,0,4,14,78,51,4.25,4.125,4.125,4.5,4,4.375
Double Porter Smoked,Porter - Smoked,Rock Art Brewery,Rock Art Brewery Double Porter Smoked,"Notes:This deep dark brew may help to tame those cool evenings and put a little spunk in the long nights. You’ll flavor the sweet caramel malts, roasted grains, a big mouth feel and a touch of smoked grain.	",8.0,20,40,22,70,24,60,59,23,0,19,45,86,100,3.8020833333333335,3.90625,3.7916666666666665,3.8333333333333335,48,3.78125
Up In Smoke Smoked Porter,Porter - Smoked,Fat Heads Brewery & Saloon,Fat Heads Brewery & Saloon Up In Smoke Smoked Porter,Notes:,5.7,20,40,6,66,5,28,23,1,1,3,6,102,61,4.15,4.35,4.05,4.1,10,4.05
Smoked Porter,Porter - Smoked,Choc Beer Co. / Pete's Place,Choc Beer Co. / Pete's Place Smoked Porter,Notes:42 IBU	,7.0,20,40,6,79,5,27,46,8,4,12,8,124,64,4.088888888888889,3.933333333333333,3.888888888888889,4.0,45,4.0777777777777775
Campfire Smoked Porter,Porter - Smoked,Throwback Brewery,Throwback Brewery Throwback Campfire Smoked Porter,"Notes:Campfire is a full-bodied, robust smoked porter. We put a lot of love into this beer – hand-smoking the malt on local applewood, giving this beer a very appealing and balanced smoky flavor & aroma. The result? Jet-black roasty toasty goodness.Since we took care to craft this beer with just the right balance of smokiness, you can pair Campfire with a wide variety of foods – especially barbecue! Or, for dessert, you might want to simulate a beautiful night outdoors by pairing Campfire with S’mores!48 IBU	",6.4,20,40,12,90,4,62,49,7,1,2,28,110,106,3.8,3.95,3.8,3.8,10,3.9
Smokebrush Porter,Porter - Smoked,Bristol Brewing Company,Bristol Brewing Company Smokebrush Porter,"Notes:Fashioned in the Robust Porter style, mahogany-hued Smokebrush Porter is a richly roasted, gratifying brew. A clever combination of malts smoked on peat and beechwood add an ever-so-slightly smoky character to the finish. Look for a new label designed each year by a local artist. One of our Community Ales, 100% of the profits from this beer go to the Smokebrush Foundation for the Arts and their Creative Community Efforts, like the Uncle Wilber Fountain.	",6.3,20,40,8,80,6,54,55,9,0,14,25,64,99,3.56,3.6,3.62,3.6,25,3.82
Vermont Smoked Porter,Porter - Smoked,The Vermont Pub & Brewery,The Vermont Pub & Brewery Vermont Smoked Porter,"Notes:We smoke our own malts over apple, maple and hickory woodchips to recreate this 17th Century Style robust ale.	",5.9,20,40,7,87,10,40,56,14,2,16,30,101,92,3.892857142857143,3.9642857142857144,3.607142857142857,3.857142857142857,28,3.7857142857142856
Big Black Smoke,Porter - Smoked,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Big Black Smoke,Notes:,6.2,20,40,7,105,9,32,52,9,0,8,10,74,89,4.0,4.021739130434782,4.021739130434782,4.173913043478261,23,4.217391304347826
Smoked Porter,Porter - Smoked,Spring House Brewing Company,Spring House Brewing Company Smoked Porter,"Notes:Prior to brewing our Smoked Porter, Matt selects specialty malts to be smoked over an open flame, imparting a unique flavor profile in the porter. The malts are smoked using apple and hickory wood for a full 72 hours. Spring House Brewing Co. chose to smoke the grain in a local smoke house that dates back to the late 19th century. This one-of-a-kind smoke house imparts layers of smoky depth to the beer that cannot be replicated. Enjoy!	",8.5,20,40,15,73,20,37,33,13,0,12,25,131,75,4.366666666666666,4.133333333333334,3.933333333333333,4.166666666666667,15,3.9
Smoked Porter,Porter - Smoked,Feral Brewing Co.,Feral Brewing Co. Smoked Porter,Notes:,4.7,20,40,1,41,7,30,25,3,2,5,14,45,54,3.5,4.0,3.5,4.0,2,4.0
Smoke House Porter,Porter - Smoked,Moat Mountain Smoke House & Brewing Co.,Moat Mountain Smoke House & Brewing Co. Moat Smoke House Porter,"Notes:Our version of a robust porter, dark malt dominates the flavor profile, mouth feel is lighter than our stout, bitterness balanced to allow the specialty grains to shine.	",5.0,20,40,10,29,3,30,14,1,0,0,16,17,50,3.9444444444444446,4.055555555555555,3.888888888888889,3.8333333333333335,9,3.8333333333333335
Smoked Porter,Porter - Smoked,"Middle Ages Brewing Co., Ltd.","Middle Ages Brewing Co., Ltd. Smoked Porter",Notes:,5.0,20,40,4,18,0,3,10,1,0,1,2,33,22,3.375,3.75,3.625,3.5,4,3.375
"Porter, Smoked",Porter - Smoked,COAST Brewing Company,"COAST Brewing Company Porter, Smoked","Notes:We took a classic Ameican Porter and brewed it with 40% Briess cherry wood smoked malt. Lower in alcohol to allow the maltiness through. Black in color, medium body, soft hops and intensely smoky.	",5.8,20,40,12,93,9,35,48,3,0,7,17,101,102,4.25,4.4,4.1,4.225,20,4.075
Smoked Porter,Porter - Smoked,Captain Lawrence Brewing Co.,Captain Lawrence Brewing Co. Imperial Smoked Porter,"Notes:A complex beer with layers of flavors unfolding as this it slides down your throat. Before the introduction of indirect-fired malt kilns, all beers had a smoky flavor. Today only a handful of brewers produce beer reminiscent of those of the past. We use imported German smoked malt to add depth and complexity to our Smoked Porter.	",6.0,20,40,2,7,0,5,4,0,0,0,3,12,12,4.293103448275862,4.224137931034483,4.396551724137931,4.396551724137931,29,4.137931034482759
Smoked Porter,Porter - Smoked,Davidson Brothers Restaurant & Brewery,Davidson Brothers Restaurant & Brewery Smoked Porter,Notes:,5.2,20,40,1,46,3,8,29,0,0,0,8,34,49,3.3636363636363638,3.772727272727273,3.272727272727273,3.5,11,3.590909090909091
